company,city,state,phone,website,linkedin,division,territory,region,salesRep,industry,confidence,reason,aiDecision,aiCompression,aiDivision,aiConfidence,pressureSignals,competitors,aiSummary,gmpLikely,fdaLikely
ZincFive,Tualatin,OR,,https://zincfive.com,https://linkedin.com/company/zincfive,Engineering,West Coast,Domestic,Fernando Delgado,sodium ion battery manufacturing,90,"Manufactures nickel-zinc batteries, requiring engineering solutions.",DEPRIORITIZE,none,Engineering,70,,,No immediate tablet compression opportunities identified in the context of sodium ion battery manufacturing.,,
Zircoa,Solon,OH,,https://zircoa.com,https://linkedin.com/company/zircoa,Engineering,Central,Domestic,David Nelson,structural ceramics aerospace,90,Produces zirconium-based ceramics for high-temperature aerospace applications,DEPRIORITIZE,none,None,70,,,No significant tablet compression opportunities identified in the structural ceramics aerospace sector.,,
ZzzQuil,Richmond,VA,,https://www.zzzquil.com,https://www.linkedin.com/company/zzzquil/,Scientific,Southeast,Domestic,Danny Ambrose,sleep aid tablet manufacturing,90,Specializes in sleep aid formulations.,,,,,,,,,
CarbonCure Technologies,Halifax,NS,+1 902-123-4567,https://www.carboncure.com,https://www.linkedin.com/company/carboncure,Both,Canada,International,Unassigned,carbon capture sorbent manufacturing,89,Focuses on engineering and manufacturing for carbon capture in concrete.,,,,,,,,,
Carborundum Abrasives,Mason City,IA,,https://www.carborundum.com,https://www.linkedin.com/company/carborundum-abrasives,Both,Central,Domestic,David Nelson,abrasives manufacturing,89,Carborundum offers a variety of abrasive products and engages in R&D.,,,,,,,,,
Elixinol,Denver,CO,,https://elixinol.com,https://www.linkedin.com/company/elixinol,Both,Rocky Mountain,Domestic,Eric Maughan,cbd tablet manufacturing,89,Manufactures CBD tablets and conducts extensive product research.,,,,,,Fette; Korsch,Elixinol presents a medium opportunity for tablet compression improvements in their CBD tablet manufacturing process.,,
Finish (Reckitt Benckiser),Slough,ENG,,https://www.finishdishwashing.com,https://www.linkedin.com/company/finish/,Both,International,International,International Sales Team,dishwasher tablet manufacturing,89,"Specializes in dishwasher tablets, involved in both R&D and manufacturing.",,,,,,,,,
Hitachi Metals,Tokyo,JP,+81 3-5778-1111,https://www.hitachi-metals.co.jp,https://www.linkedin.com/company/hitachi-metals,Both,International,International,International Sales Team,powder metallurgy manufacturing,89,Hitachi Metals is involved in both engineering and scientific aspects of powder metallurgy.,,,,,,,,,
IMR Powder,Rochester,NY,,https://www.imrpowder.com,https://www.linkedin.com/company/imr-powder-co,Scientific,Northeast,Domestic,Raffaele Romano,explosives propellant manufacturing,89,Focuses on the formulation of propellants and explosives.,,,,,,,,,
KCAS Bioanalytical & Biomarker Services,Overland Park,KS,,http://www.kcasbio.com,https://www.linkedin.com/company/kcas-bioanalytical-biomedical-services,Scientific,Central,Domestic,David Nelson,bioavailability testing lab,89,Specializes in bioanalytical testing and biomarker services.,,,,,,,,,
Koch Membrane Systems,Wilmington,MA,,https://www.kochmembrane.com,https://www.linkedin.com/company/koch-membrane-systems/,Both,Northeast,Domestic,Raffaele Romano,water treatment tablets,89,Offers membrane filtration solutions and engineering services.,,,,,,,,,
Nature's Bounty,Ronkonkoma,NY,,https://www.naturesbounty.com,https://www.linkedin.com/company/nature's-bounty/,Both,Northeast,Domestic,Raffaele Romano,herbal supplement tablets,89,Focus on herbal supplement formulation and manufacturing.,,,,,,Fette; Korsch,There is a significant opportunity to enhance tablet compression technology for Nature's Bounty's diverse supplement range.,,
Novotech,Fairfax,VA,,http://www.novotech.com,https://www.linkedin.com/company/novotech,Both,Southeast,Domestic,Danny Ambrose,bioavailability testing lab,89,Offers bioavailability testing and drug development services.,,,,,,,,,
Praxair,Danbury,CT,+1 203-837-2000,https://www.praxair.com,https://www.linkedin.com/company/praxair,Both,Northeast,Domestic,Raffaele Romano,carbon capture sorbent manufacturing,89,Involved in gas technologies including carbon capture.,,,,,,,,,
Septic Tech,Salt Lake City,UT,,https://www.septictech.com,https://www.linkedin.com/company/septic-tech-inc,Engineering,Rocky Mountain,Domestic,Eric Maughan,septic system tablets,89,Focused on engineering solutions for septic system efficiency.,,,,,,,,,
Toshiba Energy Systems & Solutions Corporation,Tokyo,TK,+81 3-3457-4545,https://www.toshiba.co.jp/en/,https://www.linkedin.com/company/toshiba/,Both,International,International,International Sales Team,battery electrode manufacturing,89,Involved in battery manufacturing and research of new technologies.,,,,,,,,,
Trouw Nutrition,Breda,NB,,https://www.trouwnutrition.com,https://www.linkedin.com/company/trouw-nutrition/,Both,Canada,International,Unassigned,animal feed supplements,89,Trouw Nutrition develops and manufactures nutritional products for livestock.,,,,,,,,,
Allergy Relief,Seattle,WA,,http://www.allergyreliefco.com,https://www.linkedin.com/company/allergy-relief-co,Engineering,West Coast,Domestic,Fernando Delgado,allergy tablet manufacturing,88,Specializes in tablet tooling and manufacturing.,,,,,,,,,
"Arm & Hammer (Church & Dwight Co., Inc.)",Ewing,NJ,,https://www.armandhammer.com,https://www.linkedin.com/company/arm-and-hammer,Both,Northeast,Domestic,Raffaele Romano,toilet bowl cleaner tablets,88,"Arm & Hammer produces various cleaning products, including toilet bowl cleaner tablets.",,,,,,,,,
BASF SE,Ludwigshafen,DE,,https://www.basf.com,https://www.linkedin.com/company/basf/,Scientific,Northeast,Domestic,Raffaele Romano,semiconductor materials,88,Supplies chemical materials and solutions for semiconductor development.,,,,,,,,,
BioAgilytix Labs,Durham,NC,,https://www.bioagilytix.com,https://www.linkedin.com/company/bioagilytix,Scientific,Southeast,Domestic,Danny Ambrose,stability testing laboratory,88,Focuses on bioanalytical testing including stability studies.,,,,,,,,,
Bloom Tablets,Chicago,IL,,https://www.bloomtablets.com,https://www.linkedin.com/company/bloomtablets,Engineering,Central,Domestic,David Nelson,plant food tablets,88,Manufactures plant food tablets with a focus on tablet tooling.,,,,,,,,,
Brookfield Engineering Labs,Middleboro,MA,+1 508-946-6200,https://www.brookfieldengineering.com,https://www.linkedin.com/company/brookfield-engineering-laboratories,Scientific,Northeast,Domestic,Raffaele Romano,powder flow testing laboratory,88,Offers instruments for measuring powder flow properties.,,,,,,,,,
Buehler,Lake Bluff,IL,,https://www.buehler.com,https://www.linkedin.com/company/buehler,Scientific,Central,Domestic,David Nelson,abrasives manufacturing,88,Buehler offers abrasive materials for scientific applications and R&D.,,,,,,,,,
Bunting Magnetics,Newton,KS,,http://www.buntingmagnetics.com,https://www.linkedin.com/company/bunting-magnetics,Both,Central,Domestic,David Nelson,rare earth magnet manufacturing,88,Provides engineering and manufacturing services for magnetic products.,,,,,,,,,
CF Industries Holdings,Deerfield,IL,,https://www.cfindustries.com,https://www.linkedin.com/company/cf-industries/,Both,Central,Domestic,David Nelson,fertilizer tablet manufacturing,88,CF Industries is a large fertilizer manufacturer with R&D initiatives that could benefit from Natoli's engineering solutions.,,,,,,,No significant tablet compression opportunities identified in the agricultural fertilizer sector for CF Industries.,,
CLR Brands,Chino,CA,,https://www.clrbrands.com,https://www.linkedin.com/company/clr-brands,Both,West Coast,Domestic,Fernando Delgado,drain cleaner tablets,88,CLR develops and manufactures its own line of cleaning products.,,,,,,,,,
Carbon Engineering,Calgary,AB,+1 403-264-0444,https://www.carbonengineering.com,https://www.linkedin.com/company/carbon-engineering,Both,Canada,International,Unassigned,carbon capture sorbent manufacturing,88,Focus on carbon capture technology and engineering solutions.,,,,,,Fette; Korsch,There is a medium opportunity for tablet compression services in the carbon capture sorbent manufacturing sector.,,
Carpenter Technology Corporation,Wyomissing,PA,+1 610-208-2000,https://www.cartech.com,https://www.linkedin.com/company/carpenter-technology-corporation,Both,Northeast,Domestic,Raffaele Romano,powder metallurgy manufacturing,88,Carpenter Technology focuses on advanced materials and powder metallurgy for diverse applications.,,,,,,,,,
Ceradyne,Costa Mesa,CA,,https://www.ceradyne.com,https://www.linkedin.com/company/ceradyne-inc/,Both,West Coast,Domestic,Fernando Delgado,advanced ceramics manufacturing,88,Ceradyne manufactures advanced ceramics for various engineering and scientific applications.,,,,,,,"Ceradyne, Inc. does not present tablet compression opportunities as they focus on piezoelectric ceramics.",,
Charles River Laboratories,Wilmington,MA,,https://www.criver.com,https://www.linkedin.com/company/charles-river-laboratories,Scientific,Northeast,Domestic,Raffaele Romano,drug formulation r&d,88,"Charles River offers drug discovery and development services, including formulation.",,,,,,,No significant tablet compression opportunities identified in the bioavailability testing sector.,,
Collagen Solutions,Glasgow,UK,+44 141-548-8138,https://www.collagensolutions.com,https://www.linkedin.com/company/collagen-solutions/,Both,International,International,International Sales Team,collagen tablet manufacturing,88,Involved in collagen manufacturing and R&D for formulations.,,,,,,,,,
Culturelle,Fort Lauderdale,FL,,https://www.culturelle.com,https://www.linkedin.com/company/culturelle,Both,Southeast,Domestic,Danny Ambrose,probiotic tablet manufacturing,88,Known for their probiotic formulations and manufacturing capabilities.,,,,,,,,,
DOW Ceramics,Midland,MI,,https://www.dow.com,https://www.linkedin.com/company/dow/,Both,Central,Domestic,David Nelson,advanced ceramics manufacturing,88,DOW Ceramics offers advanced materials for engineering and scientific research.,,,,,,,,,
Drax Group,Selby,ENG,+44 1757 60 2000,https://www.drax.com,https://www.linkedin.com/company/drax-group,Both,International,International,International Sales Team,carbon capture sorbent manufacturing,88,Involved in carbon capture technology development and engineering.,,,,,,,,,
Eco-Friendly Septic Solutions,Nashville,TN,,https://www.ecofriendlyseptic.com,https://www.linkedin.com/company/eco-friendly-septic-solutions,Scientific,Southeast,Domestic,Danny Ambrose,septic system tablets,88,Develops eco-friendly products for septic systems.,,,,,,,,,
Enovix Corporation,Fremont,CA,,https://www.enovix.com,https://www.linkedin.com/company/enovix/,Both,West Coast,Domestic,Fernando Delgado,solid state battery manufacturing,88,Enovix develops and manufactures solid-state battery technologies.,,,,,,,,,
Enviro-Flush,Chicago,IL,+1-860-775-4100,https://www.enviroflush.com,https://www.linkedin.com/company/enviro-flush,Scientific,Central,Domestic,David Nelson,septic system tablets,88,Produces advanced formulations for septic maintenance.,,,,,,,,,
Envision AESC,Tennessee,TN,+1 615-982-6000,https://www.envision-aesc.com,https://www.linkedin.com/company/envision-aesc/,Both,Southeast,Domestic,Danny Ambrose,battery electrode manufacturing,88,Manufactures battery systems and focuses on R&D.,,,,,,,,,
Fagron,Minneapolis,MN,,https://www.fagron.com,https://www.linkedin.com/company/fagron/,Scientific,Central,Domestic,David Nelson,503a compounding pharmacy,88,Provides innovative pharmaceutical compounding solutions.,,,,,,,,,
Gaia Herbs,Brevard,NC,+1-175-762-3304,https://www.gaiaherbs.com,https://www.linkedin.com/company/gaia-herbs/,Both,Southeast,Domestic,Danny Ambrose,herbal supplement tablets,88,Combines herbal product formulation and manufacturing.,,,,,,,,,
General Atomics,San Diego,CA,,https://www.ga.com,https://www.linkedin.com/company/general-atomics,Both,West Coast,Domestic,Fernando Delgado,nuclear fuel pellet manufacturing,88,General Atomics is involved in nuclear fuel technology and has engineering capabilities.,,,,,,,No immediate tablet compression opportunities identified in thermoelectric materials for General Atomics.,,
