Company,City,State,Phone,Website,LinkedIn,Natoli Fit,Territory,Sales Rep,Industry,Confidence,Reason,503A,503B,GMP Likely,FDA Likely,Industry Match,AI Decision,AI Compression,AI Division,AI Confidence,Pressure Signals,Competitors,AI Summary
Paper and Ink Arts,Nashville,TN,-11286,https://www.paperinkarts.com,https://linkedin.com/company/paper-and-ink-arts,Scientific,Southeast,Danny Ambrose,art conservation pigments lab,90,Supplies materials for calligraphy and art conservation,,,,,,DEPRIORITIZE,none,None,70,,,No tablet compression opportunities identified in the art conservation pigments lab.
Talas,Brooklyn,NY,-1200,https://www.talasonline.com,https://linkedin.com/company/talas,Scientific,Northeast,Raffaele Romano,art conservation pigments lab,90,Offers conservation and preservation supplies,,,,,,DEPRIORITIZE,none,None,70,,,No significant tablet compression opportunities identified in the art conservation pigments lab.
"Hollinger Metal Edge, Inc.",Fredericksburg,VA,-1924,https://www.hollingermetaledge.com,,Scientific,Northeast,Raffaele Romano,art conservation pigments lab,85,Provides conservation and archival storage supplies,,,,,,DEPRIORITIZE,none,None,70,,,"No tablet compression opportunities identified for Hollinger Metal Edge, Inc."
TestAmerica Laboratories,Sacramento,CA,-6888,https://testamericainc.com,https://linkedin.com/company/testamerica,Scientific,West Coast,Fernando Delgado,recycled materials testing lab,90,"Specializes in environmental testing services, potentially requiring formulation services",,,,,,EDUCATE,medium,Both,75,inconsistent material properties; variability in recycled content,Fette; Korsch,"There is a medium opportunity for tablet compression using recycled materials, necessitating education on formulation and processing challenges."
ALS Global,Houston,TX,-3765,https://alsglobal.com,https://linkedin.com/company/als-limited,Scientific,Central,David Nelson,recycled materials testing lab,90,Provides a range of testing services that might require formulation support,,,,,,EDUCATE,medium,Both,75,inconsistent material properties; increased wear on tooling; potential for lower tablet hardness,Fette; Korsch,There is a medium opportunity for tablet compression improvements through formulation support for recycled materials.
Element Materials Technology,St. Paul,MN,-4896,https://element.com,https://linkedin.com/company/element-materials-technology,Scientific,Central,David Nelson,recycled materials testing lab,90,"Offers testing services for materials, requiring precise formulation tools",,,,,,EDUCATE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,"There is a medium opportunity for tablet compression using recycled materials, necessitating education on precise formulation tools."
Bureau Veritas,Fort Lauderdale,FL,-9289,https://bureauveritas.com,https://linkedin.com/company/bureau-veritas,Scientific,Southeast,Danny Ambrose,recycled materials testing lab,90,"Provides testing and inspection services, requiring formulation expertise",,,,,,EDUCATE,medium,Both,75,inconsistent material properties; increased wear on tooling; potential for lower tablet strength,Fette; Korsch,"There is a medium opportunity to enhance tablet compression processes using recycled materials, but formulation expertise is crucial."
Pace Analytical Services,Minneapolis,MN,-2918,https://pacelabs.com,https://linkedin.com/company/pace-analytical,Scientific,Central,David Nelson,recycled materials testing lab,90,Lab services that might need formulation equipment for testing,,,,,,EDUCATE,medium,Both,75,low pressure; medium pressure,Fette; Korsch,There is a medium opportunity for Pace Analytical Services to explore tablet compression equipment for testing recycled materials.
Maxxam Analytics,Lake Zurich,IL,-10772,https://maxxam.ca,https://linkedin.com/company/maxxam-analytics,Scientific,Central,David Nelson,recycled materials testing lab,90,"Provides analytical testing services, possibly requiring formulation tools",,,,,,EDUCATE,medium,Both,75,inconsistent material properties; variability in recycled content,Fette; Korsch,There is a medium opportunity for tablet compression improvements through better formulation tools for recycled materials.
Microbac Laboratories,Pittsburgh,PA,-1930,https://microbac.com,https://linkedin.com/company/microbac-laboratories-inc,Scientific,Northeast,Raffaele Romano,recycled materials testing lab,90,Analytical testing services that may require formulation equipment,,,,,,EDUCATE,medium,Both,75,low pressure signals; medium pressure signals,Fette; Korsch,"Microbac Laboratories presents a medium opportunity for tablet compression using recycled materials, necessitating education on formulation equipment."
Covance Inc.,Princeton,NJ,-5500,https://covance.com,https://linkedin.com/company/covance,Both,Northeast,Raffaele Romano,recycled materials testing lab,100,"Offers drug development and testing services, needing formulation and tablet tooling",,,,,,ENGAGE,medium,Both,85,low pressure; medium pressure,Fette; Korsch,There is a medium opportunity for tablet compression services with Covance Inc. due to their focus on drug development and testing.
Accutest Laboratories,Dayton,NJ,-3330,https://accutest.com,https://linkedin.com/company/accutest-laboratories,Scientific,Northeast,Raffaele Romano,recycled materials testing lab,90,Environmental testing services that might require formulation equipment,,,,,,EDUCATE,medium,Both,75,low pressure; medium pressure,Fette; Korsch,"There is a medium opportunity for tablet compression in recycled materials testing, requiring education on formulation equipment."
Enthalpy Analytical,Durham,NC,-11066,https://enthalpy.com,https://linkedin.com/company/enthalpy-analytical,Scientific,Southeast,Danny Ambrose,recycled materials testing lab,90,Specializes in analytical testing services needing formulation tools,,,,,,EDUCATE,medium,Both,75,inconsistent material properties; variability in recycled material composition,Fette; Korsch,There is a medium opportunity for tablet compression improvements through better formulation tools for recycled materials.
Exova Group,Santa Fe Springs,CA,-3734,https://exova.com,https://linkedin.com/company/exova,Scientific,West Coast,Fernando Delgado,recycled materials testing lab,90,Offers testing services that may require formulation support,,,,,,EDUCATE,medium,Both,75,inconsistent material properties; increased wear on tooling; potential for lower tablet strength,Fette; Korsch,There is a medium opportunity for collaboration with Exova Group to enhance formulation support for recycled materials testing.
ARL Bio Pharma,Oklahoma City,OK,-1819,https://arlok.com,https://linkedin.com/company/arl-biopharma,Both,Central,David Nelson,recycled materials testing lab,100,Provides pharmaceutical testing and formulation services,,,,,,EDUCATE,medium,Both,75,low pressure signals; medium pressure signals,Fette; Korsch,ARL Bio Pharma presents a medium opportunity for tablet compression improvements through recycled materials testing.
RTI Laboratories,Livonia,MI,-9155,https://rtilab.com,https://linkedin.com/company/rti-laboratories-inc,Scientific,Central,David Nelson,recycled materials testing lab,90,Analytical testing services that could require formulation tools,,,,,,EDUCATE,medium,Both,75,inconsistent material properties; increased wear on tooling; potential for lower tablet hardness,Fette; Korsch,There is a medium opportunity for tablet compression improvements through the use of formulation tools in recycled materials testing.
Nelson Laboratories,Salt Lake City,UT,-8590,https://nelsonlabs.com,https://linkedin.com/company/nelson-laboratories,Scientific,Rocky Mountain,Eric Maughan,recycled materials testing lab,90,Offers microbiological and analytical testing services needing formulation equipment,,,,,,EDUCATE,medium,Both,75,inconsistent material properties; increased wear on tooling; potential for contamination,Fette; Korsch,"There is a medium opportunity for tablet compression using recycled materials, but careful consideration of risks and formulation equipment is necessary."
Analytical Lab Group,Eagan,MN,-6129,https://analyticallabgroup.com,https://linkedin.com/company/analytical-lab-group,Scientific,Central,David Nelson,recycled materials testing lab,90,Offers testing services that may require formulation expertise,,,,,,EDUCATE,medium,Scientific,75,inconsistent tablet hardness; variability in dissolution rates,Fette; Korsch,There is a medium opportunity for improving tablet compression processes through enhanced formulation expertise in recycled materials testing.
Labcorp Drug Development,Burlington,NC,-7811,https://drugdevelopment.labcorp.com,https://linkedin.com/company/labcorp-drug-development,Both,Southeast,Danny Ambrose,recycled materials testing lab,100,Provides comprehensive drug development services including formulation and testing,,,,,,MONITOR,none,None,70,,,No immediate tablet compression opportunities identified in the context of recycled materials testing.
Acorda Therapeutics,Ardsley,NY,-5560,https://acorda.com,https://linkedin.com/company/acorda-therapeutics,Both,Northeast,Raffaele Romano,pharmaceutical continuous manufacturing,100,Biotechnology company with focus on manufacturing and R&D,,,,,Yes,ENGAGE,medium,Both,80,low pressure; high pressure,Fette; Korsch,Acorda Therapeutics presents a medium opportunity for tablet compression improvements in their continuous manufacturing process.
Bend Research,Bend,OR,-5022,https://bendresearch.com,https://linkedin.com/company/bend-research,Both,West Coast,Fernando Delgado,spray drying laboratory,100,Provides formulation development and manufacturing for solid oral dosage forms,,,,,,EDUCATE,medium,Both,80,low pressure; medium pressure,Fette; Korsch,Bend Research presents a medium opportunity for tablet compression improvements through enhanced formulation development.
"GNC Holdings, Inc.",Pittsburgh,PA,-6038,https://gnc.com,https://linkedin.com/company/gnc,Both,Northeast,Raffaele Romano,vitamin tablet manufacturing,100,"Manufactures and retails nutritional supplements, including vitamin tablets",,,,,Yes,ENGAGE,medium,Both,85,low pressure; medium pressure; high pressure,Fette; Korsch,GNC Holdings has a medium opportunity for improving tablet compression processes to enhance product quality and reduce manufacturing risks.
"Solgar, Inc.",Leonia,NJ,-3455,https://solgar.com,https://linkedin.com/company/solgar,Both,Northeast,Raffaele Romano,vitamin tablet manufacturing,100,Specializes in manufacturing nutritional supplements including vitamin tablets,,,,,Yes,ENGAGE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,"There is a medium opportunity for improving tablet compression in vitamin tablet manufacturing at Solgar, Inc."
"21st Century HealthCare, Inc.",Tempe,AZ,-9646,https://21stcenturyvitamins.com,https://linkedin.com/company/21st-century-healthcare,Both,Rocky Mountain,Eric Maughan,vitamin tablet manufacturing,100,Produces a wide range of dietary supplements including vitamin tablets,,,,,Yes,ENGAGE,medium,Both,80,low pressure; medium pressure; high pressure,Fette; Korsch,"There is a medium opportunity for improving tablet compression in vitamin tablet manufacturing at 21st Century HealthCare, Inc."
"American Health, Inc.",Ronkonkoma,NY,-8381,https://americanhealthus.com,https://linkedin.com/company/american-health-inc.,Both,Northeast,Raffaele Romano,vitamin tablet manufacturing,100,Produces vitamins and nutritional supplements,,,,,Yes,ENGAGE,medium,Both,85,low pressure; medium pressure; high pressure,Fette; Korsch,"There is a medium opportunity for improving tablet compression in vitamin manufacturing at American Health, Inc."
